OBJECTID,LATITUDE,LONGITUDE,FIRE_YEAR,STAT_CAUSE_DESCR,STATE,FIRE_NAME,FIRE_SIZE,FIRE_SIZE_CLASS
1136956,34.01194444,-117.4438889,1992,Arson,CA,LOCAL,0.1,A
1136957,33.67694444,-117.3538889,1992,Children,CA,LOCAL FIRE,0.1,A
1136958,33.91111111,-116.7969444,1992,Equipment Use,CA,STATE 509,0.1,A
1136959,33.47805555,-117.0219444,1992,Miscellaneous,CA,STATE,0.1,A
1136960,33.50194444,-117.1088889,1992,Children,CA,LOCAL FIRE,0.1,A
1136961,33.925,-117.0761111,1992,Miscellaneous,CA,STATE 518,5,B
1136962,33.85194444,-117.2688889,1992,Equipment Use,CA,STATE,0.1,A
1136963,33.99694444,-117.4088889,1992,Miscellaneous,CA,LOCAL,5,B
1136964,33.73694444,-116.9188889,1992,Equipment Use,CA,LOCAL FIRE,0.1,A
1136965,33.93888888,-117.1819444,1992,Arson,CA,LOCAL,0.5,B
1136966,33.88111111,-117.2338889,1992,Equipment Use,CA,LOCAL 12233,5,B
1136967,33.88,-117.4961111,1992,Equipment Use,CA,STATE FIRE,1.5,B
1136968,33.46305555,-116.9180556,1992,Miscellaneous,CA,STATE,0.1,A
1136969,33.67805555,-116.3119444,1992,Miscellaneous,CA,12295,0.2,A
1136970,33.63388888,-117.2830556,1992,Smoking,CA,STATE-540,0.1,A
1136971,33.59111111,-117.0738889,1992,Miscellaneous,CA,LACAL,1,B
1136972,33.57611111,-117.145,1992,Miscellaneous,CA,STATE FIRE,0.3,B
1136973,33.94,-116.9888889,1992,Miscellaneous,CA,STATE,0.1,A
1136974,33.88,-117.4961111,1992,Equipment Use,CA,STATE,2,B
1136975,33.99805555,-116.78,1992,Equipment Use,CA,STATE-535,0.3,B
1136976,33.73611111,-116.3988889,1992,Miscellaneous,CA,FIRE LOCAL,0.1,A
1136977,33.66305555,-116.3119444,1992,Miscellaneous,CA,DIAZ - VEG,0.1,A
1136978,33.62,-117.1088889,1992,Equipment Use,CA,STATE FIRE 543,1.5,B
1136979,33.99694444,-117.0419444,1992,Equipment Use,CA,LOCAL FIRE,0.5,B
1136980,33.99694444,-117.4088889,1992,Children,CA,LOCAL,1,B
1136981,33.75,-117.1438889,1992,Children,CA,LOCAL FIRE,0.1,A
1136982,33.67805555,-117.1788889,1992,Equipment Use,CA,STATE,1,B
1136983,33.96805555,-117.4619444,1992,Equipment Use,CA,LOCAL 12386,0.5,B
1136984,33.66305555,-117.3880556,1992,Children,CA,LOCAL FIRE,0.1,A
1136985,33.85194444,-117.2338889,1992,Miscellaneous,CA,LOCAL FIRE #12420,0.3,B
1136986,33.99694444,-117.4088889,1992,Equipment Use,CA,LOCAL,0.2,A
1136987,33.605,-117.2830556,1992,Equipment Use,CA,STATE FIRE,0.1,A
1136988,33.72194444,-116.9530556,1992,Children,CA,LOCAL,0.2,A
1136989,33.93888888,-117.1819444,1992,Equipment Use,CA,LOCAL 12453,0.5,B
1136990,33.64805555,-117.3530556,1992,Miscellaneous,CA,STATE VEG.,0.3,B
1136991,33.765,-116.4511111,1992,Children,CA,LOCAL,0.1,A
1136992,33.66305555,-117.3180556,1992,Miscellaneous,CA,LOCAL-12532,0.2,A
1136993,33.83694444,-117.3038889,1992,Debris Burning,CA,STATE,0.3,B
1136994,33.63388888,-117.3011111,1992,Miscellaneous,CA,LOCAL FIRE,1,B
1136995,33.67694444,-117.3180556,1992,Miscellaneous,CA,LOCAL FIRE,0.2,A
1136996,33.91111111,-117.1119444,1992,Miscellaneous,CA,STATE,0.1,A
1136997,33.83694444,-117.5269444,1992,Miscellaneous,CA,STATE 612,0.2,A
1136998,34.01194444,-117.4438889,1992,Equipment Use,CA,STATE,0.1,A
1136999,33.98305555,-117.4088889,1992,Equipment Use,CA,LOCAL,0.5,B
1137000,33.66305555,-117.3,1992,Miscellaneous,CA,LOCAL FIRE,0.5,B
1137001,33.70805555,-116.9180556,1992,Miscellaneous,CA,SIMPSON,10,C
1137002,33.51305555,-117.1611111,1992,Equipment Use,CA,LOCAL FIRE 12606,0.1,A
1137003,33.85194444,-117.2869444,1992,Miscellaneous,CA,STATE,0.1,A
1137004,33.88111111,-117.2338889,1992,Equipment Use,CA,LOCAL,0.3,B
1137005,33.83805555,-117.0061111,1992,Smoking,CA,637,0.3,B
1137006,33.88,-117.5311111,1992,Equipment Use,CA,LOCAL,0.1,A
1137007,33.765,-116.3288889,1992,Children,CA,IDAHO,90,C
1137008,33.66388888,-117.2138889,1992,Miscellaneous,CA,LOCAL,0.5,B
1137009,33.95388888,-116.9719444,1992,Miscellaneous,CA,12640,0.1,A
1137010,33.86611111,-117.5138889,1992,Miscellaneous,CA,STATE,3,B
1137011,33.79388888,-117.2161111,1992,Miscellaneous,CA,LOCAL,0.3,B
1137012,33.73694444,-116.9361111,1992,Arson,CA,LOCAL,0.2,A
1137013,33.765,-117.145,1992,Arson,CA,STATE,40,C
1137014,33.88,-117.4788889,1992,Equipment Use,CA,STATE FIRE,8,B
1137015,33.70611111,-117.3361111,1992,Miscellaneous,CA,STATE,0.5,B
1137016,34.01111111,-117.4969444,1992,Smoking,CA,LOCAL,0.1,A
1137017,33.98305555,-117.4969444,1992,Smoking,CA,LOCAL 12499,0.5,B
1137018,33.69111111,-117.3361111,1992,Equipment Use,CA,LOCAL-12511,0.4,B
1137019,33.72,-117.3011111,1992,Smoking,CA,STATE,1,B
1137020,33.63388888,-117.2480556,1992,Children,CA,STATE FIRE,0.1,A
1137021,33.765,-117.2661111,1992,Miscellaneous,CA,STATE,2,B
1137022,33.85194444,-117.2869444,1992,Equipment Use,CA,STATE,0.1,A
1137023,33.80805555,-117.3211111,1992,Miscellaneous,CA,LOCAL,0.1,A
1137024,33.94,-116.9888889,1992,Miscellaneous,CA,LOCAL,0.1,A
1137025,33.82388888,-116.3438889,1992,Equipment Use,CA,LOCAL,1,B
1137026,33.67805555,-117.2661111,1992,Miscellaneous,CA,LOCAL FIRE,0.1,A
1137027,33.88,-117.5138889,1992,Equipment Use,CA,CREANE,0.5,B
1137028,33.76388888,-117.4930556,1992,Equipment Use,CA,STATE 621,0.5,B
1137029,34.01194444,-117.4438889,1992,Miscellaneous,CA,LOCAL,0.1,A
1137030,33.64888888,-117.2311111,1992,Children,CA,STATE,0.1,A
1137031,33.67805555,-117.1438889,1992,Miscellaneous,CA,STATE,50,C
1137032,33.75,-117.18,1992,Equipment Use,CA,STATE,3,B
1137033,33.95388888,-116.9719444,1992,Arson,CA,12617,0.1,A
1137034,33.925,-117.2338889,1992,Children,CA,LOCAL MVY,0.1,A
1137035,33.96805555,-117.5838889,1992,Equipment Use,CA,LOCAL,0.1,A
1137036,33.86805555,-116.9688889,1992,Arson,CA,12651,0.1,A
1137037,33.99694444,-117.4088889,1992,Debris Burning,CA,LOCAL,0.1,A
1137038,33.73611111,-117.11,1992,Equipment Use,CA,STATE,0.1,A
1137039,33.70694444,-117.11,1992,Miscellaneous,CA,STATE,0.1,A
1137040,33.88,-117.6538889,1992,Children,CA,STATE #656,0.1,A
1137041,33.95388888,-117.1469444,1992,Miscellaneous,CA,LOCAL,0.1,A
1137042,33.66388888,-116.1719444,1992,Campfire,CA,LOCAL,0.1,A
1137043,33.68388888,-114.545,1992,Campfire,CA,LOCAL 12696,0.2,A
1137044,33.95388888,-116.92,1992,Equipment Use,CA,STATE 664,1,B
1137045,34.01194444,-117.4261111,1992,Miscellaneous,CA,STATE,0.1,A
1137046,33.795,-116.2738889,1992,Miscellaneous,CA,LOCAL FIRE #12705,5,B
1137047,33.99694444,-117.1811111,1992,Arson,CA,LOCAL,8,B
1137048,33.49194444,-115.8069444,1992,Miscellaneous,CA,2 PALMAS TWO,1,B
1137049,33.98305555,-117.4969444,1992,Arson,CA,LOCAL,0.5,B
1137050,33.99694444,-117.4619444,1992,Children,CA,STATE,73,C
1137051,33.88111111,-116.5188889,1992,Arson,CA,LOCAL,0.5,B
1137052,33.73611111,-117.11,1992,Children,CA,LOCAL,0.1,A
1137053,33.82305555,-117.1288889,1992,Smoking,CA,LOCAL,0.1,A
1137054,33.80805555,-117.2861111,1992,Miscellaneous,CA,STATE 696,10,C
1137055,33.82388888,-116.3788889,1992,Miscellaneous,CA,LOCAL,0.1,A
1137056,33.73611111,-116.2938889,1992,Miscellaneous,CA,LOCAL VEG.#12862,0.2,A
1137057,33.82305555,-117.2161111,1992,Children,CA,LOCAL,2,B
1137058,33.80805555,-117.4411111,1992,Equipment Use,CA,STATE,12,C
1137059,33.99694444,-117.06,1992,Children,CA,COUNTY LINE,1,B
1137060,34.01194444,-117.3911111,1992,Children,CA,LOCAL,0.1,A
1137061,33.98305555,-117.5661111,1992,Smoking,CA,LOCAL,0.1,A
1137062,33.67805555,-116.2761111,1992,Equipment Use,CA,LOCAL,0.1,A
1137063,33.70611111,-117.2830556,1992,Miscellaneous,CA,STATE-724,2,B
1137064,33.77888888,-117.2861111,1992,Equipment Use,CA,STATE MEADOW,4,B
1137065,33.77888888,-117.3711111,1992,Miscellaneous,CA,STATE #720,0.5,B
1137066,33.82305555,-117.2161111,1992,Children,CA,LOCAL,20,C
1137067,33.88111111,-117.2169444,1992,Miscellaneous,CA,L-12934,0.5,B
1137068,33.70694444,-116.3119444,1992,Children,CA,LOCAL,0.1,A
1137069,33.77888888,-117.2161111,1992,Children,CA,LOCAL,0.1,A
1137070,33.925,-117.6011111,1992,Miscellaneous,CA,STATE,7,B
1137071,33.925,-116.5880556,1992,Smoking,CA,LOCAL,1,B
1137072,33.82194444,-117.4588889,1992,Miscellaneous,CA,STATE,560,E
1137073,33.82194444,-117.3211111,1992,Equipment Use,CA,STATE,1,B
1137074,33.895,-116.8838889,1992,Miscellaneous,CA,STATE,1,B
1137075,33.73694444,-116.9530556,1992,Lightning,CA,LOCAL,0.1,A
1137076,33.70805555,-116.9530556,1992,Lightning,CA,STATE,1,B
1137077,33.82194444,-117.3038889,1992,Miscellaneous,CA,STATE,2,B
1137078,33.72194444,-116.9530556,1992,Miscellaneous,CA,LOCAL,0.3,B
1137079,34.01194444,-117.4788889,1992,Children,CA,LOCAL,0.5,B
1137080,33.75111111,-116.2238889,1992,Debris Burning,CA,LOCAL 13048,1,B
1137081,33.53,-117.1438889,1992,Equipment Use,CA,LOCAL,0.1,A
1137082,33.57388888,-117.2830556,1992,Miscellaneous,CA,STATE,0.5,B
1137083,33.86388888,-116.8330556,1992,Miscellaneous,CA,STATE #784,0.1,A
1137084,33.88,-117.5311111,1992,Miscellaneous,CA,CORNER (LOCAL),0.2,A
1137085,34.01194444,-117.4438889,1992,Arson,CA,LOCAL 13053,5,B
1137086,33.53305555,-116.0861111,1992,Equipment Use,CA,LOCAL FIRE,1,B
1137087,33.925,-116.6580556,1992,Miscellaneous,CA,STATE #791,0.1,A
1137088,33.70694444,-117.2488889,1992,Children,CA,LOCAL,0.1,A
1137089,33.48111111,-117.0911111,1992,Children,CA,STATE #792,0.5,B
1137090,33.78,-116.2911111,1992,Equipment Use,CA,LOCAL FIRE #13153,25,C
1137091,33.79388888,-117.2511111,1992,Miscellaneous,CA,LOCAL,0.1,A
1137092,33.73611111,-117.075,1992,Equipment Use,CA,STATE #813,0.2,A
1137093,33.80805555,-117.2161111,1992,Children,CA,LOCAL,0.3,B
1137094,33.94,-117.025,1992,Smoking,CA,STATE,0.3,B
1137095,33.79388888,-117.1469444,1992,Miscellaneous,CA,LOCAL,0.5,B
1137096,33.99694444,-117.4088889,1992,Miscellaneous,CA,LOCAL RBX,0.1,A
1137097,33.69305555,-116.1888889,1992,Miscellaneous,CA,LOCAL FIRE,1,B
1137098,33.66305555,-117.3880556,1992,Smoking,CA,STATE],2,B
1137099,33.89611111,-116.4830556,1992,Miscellaneous,CA,LOCAL,1,B
1137100,34.01194444,-117.4088889,1992,Equipment Use,CA,LOCAL,0.1,A
1137101,33.48111111,-117.0388889,1992,Miscellaneous,CA,LOCAL FIRE 13240,0.8,B
1137102,33.79388888,-117.2161111,1992,Campfire,CA,LOCAL,4,B
1137103,33.48111111,-117.1438889,1992,Equipment Use,CA,LOCAL FIRE 12708,0.3,B
1137104,33.66388888,-116.155,1992,Miscellaneous,CA,LOCAL,0.2,A
1137105,33.77888888,-117.2338889,1992,Children,CA,LOCAL,0.1,A
1137106,33.59,-117.3,1992,Equipment Use,CA,STATE,1,B
1137107,33.80888888,-117.1288889,1992,Arson,CA,LOCAL,0.1,A
1137108,33.98194444,-117.2161111,1992,Miscellaneous,CA,LOCAL,0.3,B
1137109,33.99694444,-117.4088889,1992,Miscellaneous,CA,LOCAL,0.1,A
1137110,33.99694444,-117.4088889,1992,Miscellaneous,CA,LOCAL,0.1,A
1137111,33.66388888,-115.65,1992,Equipment Use,CA,LOCAL FIRE,1,B
1137112,33.99694444,-117.515,1992,Smoking,CA,LOCAL,0.1,A
1137113,34.01194444,-117.4088889,1992,Children,CA,STATE,0.1,A
1137114,33.94,-116.9719444,1992,Miscellaneous,CA,LOCAL,0.1,A
1137115,33.70694444,-116.3119444,1992,Smoking,CA,LOCAL TREE FIRE,0.1,A
1137116,33.49388888,-117.1261111,1992,Equipment Use,CA,LOCAL FIRE,0.1,A
1137117,34.01194444,-117.4261111,1992,Equipment Use,CA,STATE #703,1,B
1137118,33.75,-117.2488889,1992,Campfire,CA,STATE #709,1,B
1137119,33.495,-117.1438889,1992,Miscellaneous,CA,LOCAL,2,B
1137120,33.735,-117.4411111,1992,Equipment Use,CA,STATE 706,0.1,A
1137121,33.95388888,-117.2338889,1992,Children,CA,LOCAL MVY,0.1,A
1137122,34.01194444,-117.4261111,1992,Equipment Use,CA,LOCAL 12907,0.5,B
1137123,33.67805555,-116.3119444,1992,Miscellaneous,CA,LOCAL,1.5,B
1137124,33.49194444,-116.1030556,1992,Miscellaneous,CA,LOCAL 42,1.5,B
1137125,33.67805555,-117.1438889,1992,Miscellaneous,CA,STATE,80,C
1137126,33.895,-116.8838889,1992,Miscellaneous,CA,STATE,168,D
1137127,33.89611111,-116.99,1992,Equipment Use,CA,STATE,10,C
1137128,33.92388888,-117.2169444,1992,Children,CA,LOCAL MVY,0.1,A
1137129,33.69305555,-116.2069444,1992,Arson,CA,LOCAL,0.5,B
1137130,33.66388888,-115.7380556,1992,Equipment Use,CA,RRU 25825,0.2,A
1137131,33.73694444,-116.9188889,1992,Miscellaneous,CA,LOCAL,0.5,B
1137132,33.69111111,-117.3719444,1992,Equipment Use,CA,LOCAL-12931,0.2,A
1137133,33.89611111,-117.2338889,1992,Miscellaneous,CA,L-12939,0.5,B
1137134,33.67694444,-117.3711111,1992,Children,CA,LOCAL-13010,0.2,A
1137135,33.51305555,-117.1438889,1992,Miscellaneous,CA,LOCAL FIRE 13017,0.1,A
1137136,33.92611111,-116.9888889,1992,Miscellaneous,CA,LOCAL CITY,0.1,A
1137137,33.95388888,-116.9719444,1992,Miscellaneous,CA,LOCAL CITY,1,B
1137138,33.67888888,-116.9530556,1992,Lightning,CA,VALLEY,3,B
1137139,33.51805555,-115.965,1992,Equipment Use,CA,LOCAL,1,B
1137140,34.01194444,-117.4261111,1992,Arson,CA,STATE 775,2,B
1137141,33.67611111,-117.3361111,1992,Miscellaneous,CA,LOCAL-13046,0.2,A
1137142,33.72194444,-117.0580556,1992,Smoking,CA,STATE,0.5,B
1137143,33.735,-117.3888889,1992,Equipment Use,CA,STATE,0.1,A
1137144,33.91,-117.2338889,1992,Children,CA,LOCAL,0.2,A
1137145,33.735,-117.4238889,1992,Miscellaneous,CA,STATE,0.5,B
1137146,33.88,-117.5311111,1992,Equipment Use,CA,BLAIR,0.1,A
1137147,33.51888888,-116.7780556,1992,Miscellaneous,CA,STATE,5,B
1137148,33.96888888,-116.5011111,1992,Children,CA,LOCAL,1,B
1137149,33.88,-117.5311111,1992,Equipment Use,CA,LOCAL,0.1,A
1137150,33.92611111,-116.9888889,1992,Miscellaneous,CA,LOCAL,0.1,A
1137151,33.94,-117.1119444,1992,Equipment Use,CA,STATE 797,1,B
1137152,33.48111111,-117.1438889,1992,Smoking,CA,LOCAL #13072,0.4,B
1137153,33.93888888,-117.6011111,1992,Miscellaneous,CA,STATE,1,B
1137154,33.99694444,-117.4088889,1992,Equipment Use,CA,LOCAL,0.1,A
1137155,33.67694444,-117.3711111,1992,Children,CA,LOCAL FIRE,0.1,A
1137156,33.57611111,-117.0919444,1992,Equipment Use,CA,STATE FIRE,2,B
1137157,33.99694444,-117.0069444,1992,Miscellaneous,CA,STATE 848,15,C
1137158,33.93888888,-117.1819444,1992,Miscellaneous,CA,LOCAL 13148,10,C
1137159,33.70694444,-117.075,1992,Miscellaneous,CA,LOCAL,0.5,B
1137160,33.96805555,-117.1988889,1992,Miscellaneous,CA,COVEY,213,D
1137161,33.92388888,-117.2688889,1992,Equipment Use,CA,LOCAL 13223,5,B
1137162,33.47694444,-116.8130556,1992,Campfire,CA,SHORT FIRE,20,C
1137163,33.925,-117.6538889,1992,Miscellaneous,CA,STATE 831,50,C
1137164,33.85111111,-117.4069444,1992,Smoking,CA,STATE 829,1,B
1137165,33.63388888,-117.3530556,1992,Campfire,CA,STATE-ENCINA,3,B
1137166,33.64888888,-117.1619444,1992,Smoking,CA,STATE,0.3,B
1137167,33.75,-117.2311111,1992,Children,CA,LOCAL FIRE,0.4,B
1137168,33.495,-117.1611111,1992,Children,CA,LOCAL,0.1,A
1137169,34.01111111,-117.515,1992,Smoking,CA,LOCAL,0.5,B
1137170,33.93888888,-117.2169444,1992,Children,CA,LOCAL FIRE,0.1,A
1137171,33.86611111,-117.3219444,1992,Miscellaneous,CA,STATE # 860,0.5,B
1137172,33.83805555,-117.1469444,1992,Equipment Use,CA,STATE,0.1,A
1137173,33.95388888,-117.1988889,1992,Smoking,CA,LOCAL FIRE,0.3,B
1137174,33.99694444,-117.4088889,1992,Miscellaneous,CA,LOCAL,0.1,A
1137175,34.01194444,-117.3388889,1992,Miscellaneous,CA,LOCAL,1,B
1137176,34.01111111,-117.2519444,1992,Smoking,CA,448 N. ORANGE ST.,0.2,A
1137177,34.01388888,-114.4980556,1992,Miscellaneous,CA,STATE,0.1,A
1137178,33.70694444,-117.2138889,1992,Miscellaneous,CA,LOCAL,0.1,A
1137179,33.43805555,-117.0911111,1992,Miscellaneous,CA,STATE FIRE 875,8,B
1137180,33.94,-116.7280556,1992,Equipment Use,CA,STATE-883,3,B
1137181,33.73611111,-116.3638889,1992,Children,CA,LOCAL,0.1,A
1137182,33.73611111,-116.2938889,1992,Children,CA,LOCAL,0.2,A
1137183,33.56111111,-117.145,1992,Miscellaneous,CA,STATE FIRE 888,0.1,A
1137184,33.66305555,-117.3180556,1992,Miscellaneous,CA,LOCAL,0.5,B
1137185,33.64888888,-117.3,1992,Miscellaneous,CA,LOCAL FIRE,7,B
1137186,33.91111111,-116.7619444,1992,Equipment Use,CA,STATE-887,0.1,A
1137187,33.78,-117.0061111,1992,Equipment Use,CA,PANEL,0.3,B
1137188,33.77888888,-117.3369444,1992,Children,CA,LOCAL,0.1,A
1137189,33.73611111,-117.0930556,1992,Equipment Use,CA,STATE #900,35,C
1137190,33.57611111,-117.0569444,1992,Miscellaneous,CA,STATE,0.1,A
1137191,33.56194444,-116.0688889,1992,Smoking,CA,LOCAL,0.3,B
1137192,33.66305555,-117.3,1992,Miscellaneous,CA,FRANFLIN,1.1,B
1137193,33.99694444,-117.3561111,1992,Equipment Use,CA,LOCAL 13276,0.5,B
1137194,33.79305555,-117.3369444,1992,Equipment Use,CA,LOCAL,1.5,B
1137195,33.92611111,-117.1288889,1992,Equipment Use,CA,STATE #854,10,C
1137196,33.86694444,-117.0938889,1992,Arson,CA,LOCAL,7,B
1137197,33.99694444,-117.0769444,1992,Miscellaneous,CA,WOCHHOLZ,2,B
1137198,33.89611111,-117.2338889,1992,Miscellaneous,CA,L-13315,0.1,A
1137199,33.93888888,-117.6011111,1992,Equipment Use,CA,LOCAL,0.5,B
1137200,33.86388888,-116.8330556,1992,Miscellaneous,CA,STATE #859,0.1,A
1137201,33.64888888,-117.1969444,1992,Miscellaneous,CA,STATE FIRE #878,0.3,B
1137202,33.69194444,-117.2311111,1992,Equipment Use,CA,LOCAL,0.1,A
1137203,33.99888888,-114.4661111,1992,Miscellaneous,CA,STATE,0.1,A
1137204,33.98305555,-116.5011111,1992,Miscellaneous,CA,STATE,0.2,A
1137205,33.73611111,-117.2138889,1992,Arson,CA,LOCAL FIRE,0.1,A
1137206,33.73611111,-117.1788889,1992,Miscellaneous,CA,LOCAL FIRE,0.4,B
1137207,33.925,-117.1988889,1992,Miscellaneous,CA,LOCAL,3,B
1137208,33.83694444,-117.2688889,1992,Miscellaneous,CA,STATE,0.1,A
1137209,33.98305555,-117.4619444,1992,Arson,CA,STATE,1,B
1137210,33.98305555,-117.4619444,1992,Miscellaneous,CA,STATE,0.2,A
1137211,33.98305555,-117.4438889,1992,Miscellaneous,CA,LOCAL,0.1,A
1137212,33.98305555,-117.4261111,1992,Equipment Use,CA,LOCAL,0.1,A
1137213,33.83805555,-116.6930556,1992,Miscellaneous,CA,STATE,75,C
1137214,33.91111111,-117.0761111,1992,Miscellaneous,CA,STATE,10,C
1137215,33.95388888,-117.2519444,1992,Equipment Use,CA,LOCAL VEG,1,B
1137216,33.98305555,-117.4788889,1992,Miscellaneous,CA,LOCAL,0.5,B
1137217,34.01111111,-117.4969444,1992,Miscellaneous,CA,LOCAL,0.5,B
1137218,33.88,-117.4261111,1992,Children,CA,STATE,1,B
1137219,33.96888888,-116.745,1992,Campfire,CA,STATE,1,B
1137220,33.765,-117.2311111,1992,Equipment Use,CA,LOCAL #13430,6,B
1137221,33.83694444,-117.39,1992,Equipment Use,CA,STATE,0.1,A
1137222,33.66194444,-117.3361111,1992,Miscellaneous,CA,LOCAL FIRE,0.1,A
1137223,33.67805555,-117.2311111,1992,Children,CA,LOCAL,0.1,A
1137224,33.69194444,-117.1788889,1992,Miscellaneous,CA,LOCAL,1,B
1137225,33.80888888,-117.1288889,1992,Smoking,CA,LOCAL,0.1,A
1137226,34.01194444,-117.4088889,1992,Children,CA,LOCAL,0.1,A
1137227,33.56194444,-116.7438889,1992,Equipment Use,CA,STATE,3,B
1137228,33.98305555,-117.5488889,1992,Miscellaneous,CA,LOCAL,0.5,B
1137229,33.765,-116.555,1992,Miscellaneous,CA,STATE,2,B
1137230,33.76611111,-116.3119444,1992,Miscellaneous,CA,LOCAL 13479,1.5,B
1137231,33.99694444,-117.4788889,1992,Miscellaneous,CA,LOCAL,0.4,B
1137232,33.69194444,-117.2661111,1992,Children,CA,LOCAL,0.1,A
1137233,33.64805555,-117.37,1992,Children,CA,STATE-919,2,B
1137234,33.92388888,-117.2688889,1992,Children,CA,LOCAL MVY,1,B
1137235,33.98305555,-117.4261111,1992,Miscellaneous,CA,STATE,2,B
1137236,34.01194444,-117.4261111,1992,Children,CA,STATE 964,0.5,B
1137237,33.53305555,-115.93,1992,Miscellaneous,CA,LOCAL,0.1,A
1137238,33.75,-117.18,1992,Miscellaneous,CA,LOCAL,1,B
1137239,33.89611111,-117.2338889,1992,Miscellaneous,CA,LOCAL,0.1,A
1137240,33.88,-117.3038889,1992,Equipment Use,CA,LOCAL 13618,0.1,A
1137241,33.93888888,-117.2519444,1992,Miscellaneous,CA,LOCAL MVY,0.2,A
1137242,33.45388888,-117.1261111,1992,Miscellaneous,CA,STATE,0.1,A
1137243,33.79388888,-116.4488889,1992,Equipment Use,CA,LOCAL,0.1,A
1137244,33.79305555,-117.3711111,1992,Equipment Use,CA,STATE # 976,0.5,B
1137245,33.85194444,-117.2338889,1992,Miscellaneous,CA,LOCAL,3,B
1137246,33.56194444,-116.7261111,1992,Equipment Use,CA,STATE,1,B
1137247,33.72194444,-116.3288889,1992,Smoking,CA,LOCAL,0.1,A
1137248,33.79388888,-117.2688889,1992,Miscellaneous,CA,STATE,15,C
1137249,33.85194444,-117.2869444,1992,Children,CA,STATE 999,0.1,A
1137250,34.01194444,-117.5488889,1992,Miscellaneous,CA,LOCAL,0.5,B
1137251,33.61,-114.6311111,1992,Smoking,CA,LOCAL,0.1,A
1137252,33.99694444,-117.4788889,1992,Miscellaneous,CA,LOCAL,0.1,A
1137253,33.82194444,-117.4419444,1992,Smoking,CA,STATE 1010,5,B
1137254,33.83694444,-117.3038889,1992,Equipment Use,CA,STATE 1011,0.1,A
1137255,33.80805555,-117.3538889,1992,Children,CA,STATE,0.1,A
1137256,34.01194444,-117.4438889,1992,Equipment Use,CA,STATE,0.1,A
1137257,33.99805555,-116.7980556,1992,Debris Burning,CA,STATE,1,B
1137258,34.01194444,-117.3388889,1992,Arson,CA,KIDS,0.2,A
1137259,33.99694444,-117.4261111,1992,Smoking,CA,STATE,10,C
1137260,33.95388888,-116.8319444,1992,Arson,CA,STATE,3,B
1137261,33.67611111,-117.3361111,1992,Arson,CA,LOCAL,1,B
1137262,33.85111111,-117.3038889,1992,Equipment Use,CA,STATE,0.1,A
1137263,33.46305555,-116.9361111,1992,Miscellaneous,CA,STATE 1024,0.2,A
1137264,33.96805555,-117.3561111,1992,Equipment Use,CA,LOCAL 13803,1,B
1137265,33.79388888,-117.0761111,1992,Equipment Use,CA,STATE FIRE,0.1,A
1137266,33.53305555,-115.9819444,1992,Arson,CA,LOCAL,3,B
1137267,33.98305555,-117.06,1992,Arson,CA,LOCAL,0.5,B
1137268,33.52805555,-117.3188889,1992,Campfire,CA,STATE,0.5,B
1137269,33.70694444,-117.1269444,1992,Miscellaneous,CA,LOCAL,0.1,A
1137270,33.83694444,-117.2519444,1992,Miscellaneous,CA,STATE,10,C
1137271,33.93888888,-117.1638889,1992,Equipment Use,CA,LOCAL,0.3,B
1137272,33.96888888,-116.5011111,1992,Equipment Use,CA,LOCAL,0.1,A
1137273,33.70694444,-117.2488889,1992,Children,CA,STATE FIRE #1047,0.1,A
1137274,33.85194444,-117.2688889,1992,Miscellaneous,CA,MARKHAM FIRE,1,B
1137275,33.96888888,-117.0069444,1992,Arson,CA,LOCAL FIRE,0.3,B
1137276,33.96888888,-116.9719444,1992,Miscellaneous,CA,LOCAL FIRE,0.3,B
1137277,33.89611111,-117.2169444,1992,Children,CA,LOCAL13865,1,B
1137278,33.98305555,-117.515,1992,Children,CA,LOCAL,0.1,A
1137279,33.64888888,-116.2411111,1992,Miscellaneous,CA,LOCAL FIRE,1,B
1137280,33.92611111,-116.9719444,1992,Miscellaneous,CA,LOCAL,0.1,A
1137281,33.99694444,-117.515,1992,Equipment Use,CA,LOCAL,50,C
1137282,33.43388888,-116.8480556,1992,Equipment Use,CA,STATE,0.5,B
1137283,33.45388888,-117.2319444,1992,Equipment Use,CA,SANDIA (STATE),20,C
1137284,33.92611111,-116.9888889,1992,Equipment Use,CA,LOCAL,0.2,A
1137285,33.85111111,-117.3038889,1992,Equipment Use,CA,STATE,0.3,B
1137286,33.70611111,-117.3011111,1992,Miscellaneous,CA,STATE,0.5,B
1137287,33.69194444,-117.1438889,1992,Miscellaneous,CA,STATE FIRE,8,B
1137288,33.89611111,-116.99,1992,Miscellaneous,CA,STATE,1,B
1137289,33.76611111,-116.1538889,1992,Children,CA,LOCAL,0.5,B
1137290,33.67805555,-117.2661111,1992,Children,CA,LOCAL FIRE,1,B
1137291,33.67805555,-117.2661111,1992,Miscellaneous,CA,LOCAL,0.4,B
1137292,33.73611111,-117.2138889,1992,Equipment Use,CA,STATE,0.1,A
1137293,34.01194444,-117.4619444,1992,Children,CA,FARLEY,0.1,A
1137294,33.635,-116.2411111,1992,Arson,CA,LOCAL,0.1,A
1137295,33.67611111,-117.3361111,1992,Miscellaneous,CA,LOCAL,0.1,A
1137296,33.70694444,-117.1269444,1992,Equipment Use,CA,STATE,0.5,B
